ID Geography,Geography,ID Agency,Agency,Obligation Amount (2017)
"04000US34","New Jersey","12C3","Natural Resources Conservation Service",-376542.88
"04000US11","District of Columbia","1100","Executive Office of the President",63125124.3
"04000US36","New York","1100","Executive Office of the President",-25400.44
"04000US51","Virginia","1100","Executive Office of the President",114026.54000000001
"04000US04","Arizona","1127","Office of the National Drug Control Policy",9700578.94
"04000US06","California","1127","Office of the National Drug Control Policy",14721358.22
"04000US08","Colorado","1127","Office of the National Drug Control Policy",14157493.09
"04000US10","Delaware","1127","Office of the National Drug Control Policy",242000
"04000US12","Florida","1127","Office of the National Drug Control Policy",7390197.82
"04000US15","Hawaii","1127","Office of the National Drug Control Policy",976304.17
"04000US17","Illinois","1127","Office of the National Drug Control Policy",5613008
"04000US18","Indiana","1127","Office of the National Drug Control Policy",522953
"04000US24","Maryland","1127","Office of the National Drug Control Policy",100000
"04000US27","Minnesota","1127","Office of the National Drug Control Policy",795875
"04000US29","Missouri","1127","Office of the National Drug Control Policy",1005405
"04000US30","Montana","1127","Office of the National Drug Control Policy",591411.83
"04000US31","Nebraska","1127","Office of the National Drug Control Policy",433063
"04000US34","New Jersey","1127","Office of the National Drug Control Policy",745468
"04000US35","New Mexico","1127","Office of the National Drug Control Policy",5771048.99
"04000US39","Ohio","1127","Office of the National Drug Control Policy",3781119
"04000US42","Pennsylvania","1127","Office of the National Drug Control Policy",353450
"04000US47","Tennessee","1127","Office of the National Drug Control Policy",204410
"04000US48","Texas","1127","Office of the National Drug Control Policy",18428577.81
"04000US49","Utah","1127","Office of the National Drug Control Policy",798961.34
"04000US53","Washington","1127","Office of the National Drug Control Policy",1517263
"04000US55","Wisconsin","1127","Office of the National Drug Control Policy",5098858.55
"04000US01","Alabama","1145","Peace Corps",38192.97
"04000US04","Arizona","1145","Peace Corps",55215
"04000US06","California","1145","Peace Corps",276682.14
"04000US08","Colorado","1145","Peace Corps",55697.7
"04000US11","District of Columbia","1145","Peace Corps",30198322.87
"04000US12","Florida","1145","Peace Corps",94231.95999999999
"04000US13","Georgia","1145","Peace Corps",15856
"04000US15","Hawaii","1145","Peace Corps",22886.15
"04000US17","Illinois","1145","Peace Corps",42938.5
"04000US18","Indiana","1145","Peace Corps",12816761.46
"04000US19","Iowa","1145","Peace Corps",24983
"04000US20","Kansas","1145","Peace Corps",47336
"04000US22","Louisiana","1145","Peace Corps",-9343.6
"04000US24","Maryland","1145","Peace Corps",78012.74
"04000US26","Michigan","1145","Peace Corps",107557.03
"04000US27","Minnesota","1145","Peace Corps",44911.34
"04000US29","Missouri","1145","Peace Corps",18485.99
"04000US30","Montana","1145","Peace Corps",14475.68
"04000US34","New Jersey","1145","Peace Corps",22809
"04000US36","New York","1145","Peace Corps",62988.93
"04000US37","North Carolina","1145","Peace Corps",34382.15
"04000US39","Ohio","1145","Peace Corps",27439
"04000US41","Oregon","1145","Peace Corps",36714.380000000005
"04000US42","Pennsylvania","1145","Peace Corps",66361.13
"04000US47","Tennessee","1145","Peace Corps",15856
"04000US48","Texas","1145","Peace Corps",46784.03
"04000US50","Vermont","1145","Peace Corps",25466
"04000US51","Virginia","1145","Peace Corps",7036390.6
"04000US53","Washington","1145","Peace Corps",44810.5
"04000US55","Wisconsin","1145","Peace Corps",28545.9
"04000US06","California","1153","United States Trade and Development Agency",191640
"04000US08","Colorado","1153","United States Trade and Development Agency",23465
"04000US09","Connecticut","1153","United States Trade and Development Agency",59283.64
"04000US11","District of Columbia","1153","United States Trade and Development Agency",6695822.31
"04000US12","Florida","1153","United States Trade and Development Agency",1897984.46
"04000US16","Idaho","1153","United States Trade and Development Agency",0
"04000US17","Illinois","1153","United States Trade and Development Agency",410000
"04000US18","Indiana","1153","United States Trade and Development Agency",27288.36
"04000US22","Louisiana","1153","United States Trade and Development Agency",10873
"04000US23","Maine","1153","United States Trade and Development Agency",0
"04000US24","Maryland","1153","United States Trade and Development Agency",-17516.010000000006
"04000US25","Massachusetts","1153","United States Trade and Development Agency",1147441.78
"04000US34","New Jersey","1153","United States Trade and Development Agency",149636.25
"04000US36","New York","1153","United States Trade and Development Agency",404466.37000000005
"04000US37","North Carolina","1153","United States Trade and Development Agency",237500
"04000US39","Ohio","1153","United States Trade and Development Agency",300026.33
"04000US42","Pennsylvania","1153","United States Trade and Development Agency",505.92
"04000US45","South Carolina","1153","United States Trade and Development Agency",93476.97
"04000US48","Texas","1153","United States Trade and Development Agency",1144163.51
"04000US51","Virginia","1153","United States Trade and Development Agency",11976553.21
"04000US06","California","4704","Office of Inspector General",13751.97
"04000US08","Colorado","1204","Office of Inspector General",59150
"04000US11","District of Columbia","4704","Office of Inspector General",3897823.94
"04000US13","Georgia","1604","Office of Inspector General",121744.72
"04000US17","Illinois","1604","Office of Inspector General",304984.99
"04000US20","Kansas","1204","Office of Inspector General",17355
"04000US26","Michigan","1204","Office of Inspector General",4608
"04000US29","Missouri","1204","Office of Inspector General",1592778.6199999999
"04000US31","Nebraska","1204","Office of Inspector General",9844
"04000US36","New York","4704","Office of Inspector General",8429.94
"04000US37","North Carolina","1204","Office of Inspector General",10323
"04000US48","Texas","1604","Office of Inspector General",222898.32
"04000US51","Virginia","1604","Office of Inspector General",443945.93
"04000US53","Washington","1204","Office of Inspector General",50078.38
"04000US01","Alabama","1205","Office of the Chief Financial Officer",44963.86
"04000US02","Alaska","1205","Office of the Chief Financial Officer",179116.2
"04000US04","Arizona","1205","Office of the Chief Financial Officer",105302.64
"04000US05","Arkansas","1205","Office of the Chief Financial Officer",1600.68
"04000US06","California","1205","Office of the Chief Financial Officer",21322506.06
"04000US08","Colorado","1205","Office of the Chief Financial Officer",88538811.04
"04000US09","Connecticut","1205","Office of the Chief Financial Officer",330894.87
"04000US10","Delaware","1205","Office of the Chief Financial Officer",303280.17
"04000US11","District of Columbia","1205","Office of the Chief Financial Officer",233927703.14
"04000US12","Florida","1205","Office of the Chief Financial Officer",31071.96
"04000US13","Georgia","1205","Office of the Chief Financial Officer",319060.29
"04000US17","Illinois","1205","Office of the Chief Financial Officer",1021470.2
"04000US18","Indiana","1205","Office of the Chief Financial Officer",363752.51
"04000US19","Iowa","1205","Office of the Chief Financial Officer",14083.6
"04000US21","Kentucky","1205","Office of the Chief Financial Officer",-6508.4
"04000US22","Louisiana","1205","Office of the Chief Financial Officer",45109127.89
"04000US23","Maine","1205","Office of the Chief Financial Officer",20483.61
"04000US24","Maryland","1205","Office of the Chief Financial Officer",1844456.33
"04000US25","Massachusetts","1205","Office of the Chief Financial Officer",64496
"04000US26","Michigan","1205","Office of the Chief Financial Officer",300417.39
"04000US27","Minnesota","1205","Office of the Chief Financial Officer",43248.189999999995
"04000US29","Missouri","1205","Office of the Chief Financial Officer",110559488.04
"04000US30","Montana","1205","Office of the Chief Financial Officer",58541
"04000US31","Nebraska","1205","Office of the Chief Financial Officer",18004.9
"04000US32","Nevada","1205","Office of the Chief Financial Officer",0
"04000US33","New Hampshire","1205","Office of the Chief Financial Officer",935743.84
"04000US34","New Jersey","1205","Office of the Chief Financial Officer",609230.04
"04000US35","New Mexico","1205","Office of the Chief Financial Officer",209974.72
"04000US36","New York","1205","Office of the Chief Financial Officer",432371.48
"04000US37","North Carolina","1205","Office of the Chief Financial Officer",85404.5
"04000US39","Ohio","1205","Office of the Chief Financial Officer",2760286.87
"04000US40","Oklahoma","1205","Office of the Chief Financial Officer",25848.8
"04000US41","Oregon","1205","Office of the Chief Financial Officer",92919
"04000US42","Pennsylvania","1205","Office of the Chief Financial Officer",127526.02
"04000US47","Tennessee","1205","Office of the Chief Financial Officer",526365.58
"04000US48","Texas","1205","Office of the Chief Financial Officer",31040705.53
"04000US49","Utah","1205","Office of the Chief Financial Officer",6634318.720000001
"04000US50","Vermont","1205","Office of the Chief Financial Officer",17971
"04000US51","Virginia","1205","Office of the Chief Financial Officer",88016449.85
"04000US53","Washington","1205","Office of the Chief Financial Officer",72013.7
"04000US54","West Virginia","1205","Office of the Chief Financial Officer",217538.17
"04000US56","Wyoming","1205","Office of the Chief Financial Officer",11676.6
"04000US01","Alabama","12C2","Forest Service",2664747.56
"04000US02","Alaska","12C2","Forest Service",5469986.62
"04000US04","Arizona","12C2","Forest Service",56458818.13
"04000US05","Arkansas","12C2","Forest Service",6675297.55
"04000US06","California","12C2","Forest Service",232004527.72
"04000US08","Colorado","12C2","Forest Service",53183822.76
"04000US09","Connecticut","12C2","Forest Service",1533106.33
"04000US10","Delaware","12C2","Forest Service",45016618.11
"04000US11","District of Columbia","12C2","Forest Service",40568724.4
"04000US12","Florida","12C2","Forest Service",33373262.28
"04000US13","Georgia","12C2","Forest Service",30136713.41
"04000US15","Hawaii","12C2","Forest Service",582090.66
"04000US16","Idaho","12C2","Forest Service",48492025.339999996
"04000US17","Illinois","12C2","Forest Service",8886730.29
"04000US18","Indiana","12C2","Forest Service",943083.04
"04000US19","Iowa","12C2","Forest Service",505226.53
"04000US20","Kansas","12C2","Forest Service",4894059.03
"04000US21","Kentucky","12C2","Forest Service",8745073.8
"04000US22","Louisiana","12C2","Forest Service",4124589.59
"04000US23","Maine","12C2","Forest Service",2384677.66
"04000US24","Maryland","12C2","Forest Service",10318639.52
"04000US25","Massachusetts","12C2","Forest Service",2365893.48
"04000US26","Michigan","12C2","Forest Service",10845953.99
"04000US27","Minnesota","12C2","Forest Service",3595647.3
"04000US28","Mississippi","12C2","Forest Service",14908808.48
"04000US29","Missouri","12C2","Forest Service",4597013.25
"04000US30","Montana","12C2","Forest Service",127490458.72
"04000US31","Nebraska","12C2","Forest Service",1172254.13
"04000US32","Nevada","12C2","Forest Service",8731099.31
"04000US33","New Hampshire","12C2","Forest Service",2740431
"04000US34","New Jersey","12C2","Forest Service",925197.14
"04000US35","New Mexico","12C2","Forest Service",27637528
"04000US36","New York","12C2","Forest Service",10958177.31
"04000US37","North Carolina","12C2","Forest Service",10457867.03
"04000US38","North Dakota","12C2","Forest Service",587931.87
"04000US39","Ohio","12C2","Forest Service",12618166.47
"04000US40","Oklahoma","12C2","Forest Service",928167.25
"04000US41","Oregon","12C2","Forest Service",227948968.21
"04000US42","Pennsylvania","12C2","Forest Service",1555040.54
"04000US44","Rhode Island","12C2","Forest Service",581279.22
"04000US45","South Carolina","12C2","Forest Service",9080329.97
"04000US46","South Dakota","12C2","Forest Service",5273511.7700000005
"04000US47","Tennessee","12C2","Forest Service",5529742.28
"04000US48","Texas","12C2","Forest Service",24835300.32
"04000US49","Utah","12C2","Forest Service",23528516.12
"04000US50","Vermont","12C2","Forest Service",1165427.51
"04000US51","Virginia","12C2","Forest Service",51988427.99
"04000US53","Washington","12C2","Forest Service",87469967.01
"04000US54","West Virginia","12C2","Forest Service",1462398.16
"04000US55","Wisconsin","12C2","Forest Service",7178511.92
"04000US56","Wyoming","12C2","Forest Service",3230907.2199999997
"04000US72","Puerto Rico","12C2","Forest Service",2618765.89
"04000US01","Alabama","12C3","Natural Resources Conservation Service",8942427.3
"04000US02","Alaska","12C3","Natural Resources Conservation Service",26223.48
"04000US04","Arizona","12C3","Natural Resources Conservation Service",2056264.58
"04000US05","Arkansas","12C3","Natural Resources Conservation Service",62202176.63
"04000US06","California","12C3","Natural Resources Conservation Service",26261450.74
"04000US08","Colorado","12C3","Natural Resources Conservation Service",3222980.43
"04000US09","Connecticut","12C3","Natural Resources Conservation Service",-714809.49
"04000US10","Delaware","12C3","Natural Resources Conservation Service",4615246.32
"04000US11","District of Columbia","12C3","Natural Resources Conservation Service",5589543.73
"04000US12","Florida","12C3","Natural Resources Conservation Service",2831493.4
"04000US13","Georgia","12C3","Natural Resources Conservation Service",31314640.67
"04000US15","Hawaii","12C3","Natural Resources Conservation Service",-333479.74
"04000US16","Idaho","12C3","Natural Resources Conservation Service",5276981.53
"04000US17","Illinois","12C3","Natural Resources Conservation Service",59349632.71
"04000US18","Indiana","12C3","Natural Resources Conservation Service",11195511.17
"04000US19","Iowa","12C3","Natural Resources Conservation Service",21843300.79
"04000US20","Kansas","12C3","Natural Resources Conservation Service",16854668.16
"04000US21","Kentucky","12C3","Natural Resources Conservation Service",8707802.82
"04000US22","Louisiana","12C3","Natural Resources Conservation Service",14926085.83
"04000US23","Maine","12C3","Natural Resources Conservation Service",189031.75
"04000US24","Maryland","12C3","Natural Resources Conservation Service",5304647.08
"04000US25","Massachusetts","12C3","Natural Resources Conservation Service",3230137.67
"04000US26","Michigan","12C3","Natural Resources Conservation Service",3675529.46
"04000US27","Minnesota","12C3","Natural Resources Conservation Service",20571341.05
"04000US28","Mississippi","12C3","Natural Resources Conservation Service",27308267.57
"04000US29","Missouri","12C3","Natural Resources Conservation Service",8709345.45
"04000US30","Montana","12C3","Natural Resources Conservation Service",6567327.69
"04000US31","Nebraska","12C3","Natural Resources Conservation Service",8488827.54
"04000US32","Nevada","12C3","Natural Resources Conservation Service",283559.75
"04000US33","New Hampshire","12C3","Natural Resources Conservation Service",-294221.92
"04000US17","Illinois","1100","Executive Office of the President",436400.7
"04000US35","New Mexico","12C3","Natural Resources Conservation Service",3383337.79
"04000US36","New York","12C3","Natural Resources Conservation Service",17398594.82
"04000US37","North Carolina","12C3","Natural Resources Conservation Service",-787021.98
"04000US38","North Dakota","12C3","Natural Resources Conservation Service",15173323.62
"04000US39","Ohio","12C3","Natural Resources Conservation Service",4625813.98
"04000US40","Oklahoma","12C3","Natural Resources Conservation Service",31343301.72
"04000US41","Oregon","12C3","Natural Resources Conservation Service",3065815.43
"04000US42","Pennsylvania","12C3","Natural Resources Conservation Service",10233736.39
"04000US44","Rhode Island","12C3","Natural Resources Conservation Service",-2496972.85
"04000US45","South Carolina","12C3","Natural Resources Conservation Service",3198376.98
"04000US46","South Dakota","12C3","Natural Resources Conservation Service",18071916.17
"04000US47","Tennessee","12C3","Natural Resources Conservation Service",30306722.59
"04000US48","Texas","12C3","Natural Resources Conservation Service",12523319.13
"04000US49","Utah","12C3","Natural Resources Conservation Service",10793176.05
"04000US50","Vermont","12C3","Natural Resources Conservation Service",599086.38
"04000US51","Virginia","12C3","Natural Resources Conservation Service",11079600.6
"04000US53","Washington","12C3","Natural Resources Conservation Service",23720980.28
"04000US54","West Virginia","12C3","Natural Resources Conservation Service",807593.3200000001
"04000US55","Wisconsin","12C3","Natural Resources Conservation Service",51664744.04
"04000US56","Wyoming","12C3","Natural Resources Conservation Service",1202040.52
"04000US72","Puerto Rico","12C3","Natural Resources Conservation Service",-491075.55
"04000US01","Alabama","12D2","Farm Service Agency",22373102.61
"04000US02","Alaska","12D2","Farm Service Agency",209243.41
"04000US04","Arizona","12D2","Farm Service Agency",1099967.27
"04000US05","Arkansas","12D2","Farm Service Agency",10407231.75
"04000US06","California","12D2","Farm Service Agency",32631046.93
"04000US08","Colorado","12D2","Farm Service Agency",3652009.47
"04000US09","Connecticut","12D2","Farm Service Agency",31441079.27
"04000US10","Delaware","12D2","Farm Service Agency",683364.94
"04000US11","District of Columbia","12D2","Farm Service Agency",141314208.81
"04000US12","Florida","12D2","Farm Service Agency",21730429.83
"04000US13","Georgia","12D2","Farm Service Agency",20686244.13
"04000US15","Hawaii","12D2","Farm Service Agency",767110.63
"04000US16","Idaho","12D2","Farm Service Agency",5489839.36
"04000US17","Illinois","12D2","Farm Service Agency",58178667.5
"04000US18","Indiana","12D2","Farm Service Agency",2767558.96
"04000US19","Iowa","12D2","Farm Service Agency",12412967.33
"04000US20","Kansas","12D2","Farm Service Agency",904043.24
"04000US21","Kentucky","12D2","Farm Service Agency",2114827.56
"04000US22","Louisiana","12D2","Farm Service Agency",19278648.68
"04000US23","Maine","12D2","Farm Service Agency",210449
"04000US24","Maryland","12D2","Farm Service Agency",924556.41
"04000US25","Massachusetts","12D2","Farm Service Agency",1379960.73
"04000US26","Michigan","12D2","Farm Service Agency",2555730.47
"04000US27","Minnesota","12D2","Farm Service Agency",102419671.76
"04000US28","Mississippi","12D2","Farm Service Agency",5641945.16
"04000US29","Missouri","12D2","Farm Service Agency",92806919.63
"04000US30","Montana","12D2","Farm Service Agency",1082538.37
"04000US31","Nebraska","12D2","Farm Service Agency",4518944
"04000US32","Nevada","12D2","Farm Service Agency",75333
"04000US33","New Hampshire","12D2","Farm Service Agency",80615.07
"04000US34","New Jersey","12D2","Farm Service Agency",1723837.46
"04000US35","New Mexico","12D2","Farm Service Agency",5471836.5
"04000US36","New York","12D2","Farm Service Agency",21998466.16
"04000US37","North Carolina","12D2","Farm Service Agency",10359888.24
"04000US38","North Dakota","12D2","Farm Service Agency",21216468.33
"04000US39","Ohio","12D2","Farm Service Agency",4127749.93
"04000US40","Oklahoma","12D2","Farm Service Agency",3994724.07
"04000US41","Oregon","12D2","Farm Service Agency",2974166.78
"04000US42","Pennsylvania","12D2","Farm Service Agency",2994661.59
"04000US44","Rhode Island","12D2","Farm Service Agency",506044.66
"04000US45","South Carolina","12D2","Farm Service Agency",6710746.32
"04000US46","South Dakota","12D2","Farm Service Agency",7738699.34
"04000US47","Tennessee","12D2","Farm Service Agency",44794456.83
"04000US48","Texas","12D2","Farm Service Agency",121455865.95
"04000US49","Utah","12D2","Farm Service Agency",19039908.78
"04000US50","Vermont","12D2","Farm Service Agency",167624.91
"04000US51","Virginia","12D2","Farm Service Agency",9402537.41
"04000US53","Washington","12D2","Farm Service Agency",38169500.06
"04000US54","West Virginia","12D2","Farm Service Agency",169377.52
"04000US55","Wisconsin","12D2","Farm Service Agency",17232507.34
"04000US56","Wyoming","12D2","Farm Service Agency",536080.69
"04000US72","Puerto Rico","12D2","Farm Service Agency",1644297.04
"04000US11","District of Columbia","12D3","Foreign Agricultural Service",190651422.28
"04000US29","Missouri","12D3","Foreign Agricultural Service",5767223.71
"04000US35","New Mexico","12D3","Foreign Agricultural Service",507100
"04000US01","Alabama","12D4","Risk Management Agency",116995
"04000US04","Arizona","12D4","Risk Management Agency",173176
"04000US06","California","12D4","Risk Management Agency",518386
"04000US08","Colorado","12D4","Risk Management Agency",83219
"04000US09","Connecticut","12D4","Risk Management Agency",71539.32999999999
"04000US10","Delaware","12D4","Risk Management Agency",266801
"04000US12","Florida","12D4","Risk Management Agency",196035
"04000US17","Illinois","12D4","Risk Management Agency",1753642.37
"04000US19","Iowa","12D4","Risk Management Agency",2650170.7
"04000US20","Kansas","12D4","Risk Management Agency",435117
"04000US23","Maine","12D4","Risk Management Agency",214007
"04000US24","Maryland","12D4","Risk Management Agency",312000
"04000US25","Massachusetts","12D4","Risk Management Agency",326457
"04000US27","Minnesota","12D4","Risk Management Agency",3206410.11
"04000US30","Montana","12D4","Risk Management Agency",1154674
"04000US31","Nebraska","12D4","Risk Management Agency",98439
"04000US32","Nevada","12D4","Risk Management Agency",243000
"04000US33","New Hampshire","12D4","Risk Management Agency",203254
"04000US34","New Jersey","12D4","Risk Management Agency",256000
"04000US36","New York","12D4","Risk Management Agency",904181.57
"04000US37","North Carolina","12D4","Risk Management Agency",858566.09
"04000US39","Ohio","12D4","Risk Management Agency",389243.87
"04000US41","Oregon","12D4","Risk Management Agency",310166
"04000US42","Pennsylvania","12D4","Risk Management Agency",613000
"04000US45","South Carolina","12D4","Risk Management Agency",12041
"04000US48","Texas","12D4","Risk Management Agency",3640280.77
"04000US49","Utah","12D4","Risk Management Agency",228127
"04000US50","Vermont","12D4","Risk Management Agency",243000
"04000US51","Virginia","12D4","Risk Management Agency",102217
"04000US53","Washington","12D4","Risk Management Agency",305346
"04000US54","West Virginia","12D4","Risk Management Agency",245000
"04000US72","Puerto Rico","12D4","Risk Management Agency",322365.66000000003
"04000US01","Alabama","12E2","Rural Utilities Service",12665706
"04000US02","Alaska","12E2","Rural Utilities Service",21744203
"04000US04","Arizona","12E2","Rural Utilities Service",6846258
"04000US05","Arkansas","12E2","Rural Utilities Service",1099000
"04000US06","California","12E2","Rural Utilities Service",5493189.41
"04000US08","Colorado","12E2","Rural Utilities Service",2358736
"04000US09","Connecticut","12E2","Rural Utilities Service",11700.52
"04000US10","Delaware","12E2","Rural Utilities Service",1475000
"04000US11","District of Columbia","12E2","Rural Utilities Service",185000
"04000US12","Florida","12E2","Rural Utilities Service",2917300
"04000US13","Georgia","12E2","Rural Utilities Service",658500
"04000US15","Hawaii","12E2","Rural Utilities Service",150000
"04000US16","Idaho","12E2","Rural Utilities Service",515000
"04000US17","Illinois","12E2","Rural Utilities Service",8993673
"04000US18","Indiana","12E2","Rural Utilities Service",4137000
"04000US19","Iowa","12E2","Rural Utilities Service",203693
"04000US20","Kansas","12E2","Rural Utilities Service",2068317
"04000US21","Kentucky","12E2","Rural Utilities Service",250000
"04000US22","Louisiana","12E2","Rural Utilities Service",2736365
"04000US23","Maine","12E2","Rural Utilities Service",10732886
"04000US24","Maryland","12E2","Rural Utilities Service",3323500
"04000US25","Massachusetts","12E2","Rural Utilities Service",406830
"04000US26","Michigan","12E2","Rural Utilities Service",2912000
"04000US27","Minnesota","12E2","Rural Utilities Service",3583007
"04000US28","Mississippi","12E2","Rural Utilities Service",0
"04000US29","Missouri","12E2","Rural Utilities Service",2164646
"04000US30","Montana","12E2","Rural Utilities Service",1000000
"04000US31","Nebraska","12E2","Rural Utilities Service",1097532
"04000US33","New Hampshire","12E2","Rural Utilities Service",0
"04000US34","New Jersey","12E2","Rural Utilities Service",3926700
"04000US35","New Mexico","12E2","Rural Utilities Service",8640064
"04000US36","New York","12E2","Rural Utilities Service",4858258
"04000US37","North Carolina","12E2","Rural Utilities Service",7710049
"04000US38","North Dakota","12E2","Rural Utilities Service",2253000
"04000US39","Ohio","12E2","Rural Utilities Service",11022910
"04000US40","Oklahoma","12E2","Rural Utilities Service",6082505
"04000US41","Oregon","12E2","Rural Utilities Service",6432500
"04000US42","Pennsylvania","12E2","Rural Utilities Service",9976600
"04000US45","South Carolina","12E2","Rural Utilities Service",8178294
"04000US46","South Dakota","12E2","Rural Utilities Service",146124
"04000US47","Tennessee","12E2","Rural Utilities Service",9498172
"04000US48","Texas","12E2","Rural Utilities Service",17406635
"04000US49","Utah","12E2","Rural Utilities Service",2000000
"04000US50","Vermont","12E2","Rural Utilities Service",5052912
"04000US51","Virginia","12E2","Rural Utilities Service",13084000
"04000US53","Washington","12E2","Rural Utilities Service",5259620
"04000US54","West Virginia","12E2","Rural Utilities Service",1005079
"04000US55","Wisconsin","12E2","Rural Utilities Service",6459000
"04000US01","Alabama","12E3","Rural Housing Service",7880389.3
"04000US02","Alaska","12E3","Rural Housing Service",2039425.55
"04000US04","Arizona","12E3","Rural Housing Service",9085163.32
"04000US05","Arkansas","12E3","Rural Housing Service",3913718.02
"04000US06","California","12E3","Rural Housing Service",65185124.14
"04000US08","Colorado","12E3","Rural Housing Service",3876833.02
"04000US09","Connecticut","12E3","Rural Housing Service",5103863.36
"04000US10","Delaware","12E3","Rural Housing Service",5402390
"04000US11","District of Columbia","12E3","Rural Housing Service",54674996.4
"04000US12","Florida","12E3","Rural Housing Service",35868116.01
"04000US13","Georgia","12E3","Rural Housing Service",7741230.02
"04000US15","Hawaii","12E3","Rural Housing Service",2454369
"04000US16","Idaho","12E3","Rural Housing Service",4840830.53
"04000US17","Illinois","12E3","Rural Housing Service",7508182.48
"04000US18","Indiana","12E3","Rural Housing Service",6530762.11
"04000US19","Iowa","12E3","Rural Housing Service",6158199.45
"04000US20","Kansas","12E3","Rural Housing Service",6255512.24
"04000US21","Kentucky","12E3","Rural Housing Service",3518103.27
"04000US22","Louisiana","12E3","Rural Housing Service",15030398.31
"04000US23","Maine","12E3","Rural Housing Service",8960434.49
"04000US24","Maryland","12E3","Rural Housing Service",8164898.88
"04000US25","Massachusetts","12E3","Rural Housing Service",9833708.14
"04000US26","Michigan","12E3","Rural Housing Service",9520978.54
"04000US27","Minnesota","12E3","Rural Housing Service",6349264.92
"04000US28","Mississippi","12E3","Rural Housing Service",4480205.68
"04000US29","Missouri","12E3","Rural Housing Service",6668351.74
"04000US30","Montana","12E3","Rural Housing Service",317896.34
"04000US31","Nebraska","12E3","Rural Housing Service",1670490.99
"04000US32","Nevada","12E3","Rural Housing Service",2070929
"04000US33","New Hampshire","12E3","Rural Housing Service",3325711
"04000US34","New Jersey","12E3","Rural Housing Service",7455128.62
"04000US35","New Mexico","12E3","Rural Housing Service",3455291.02
"04000US36","New York","12E3","Rural Housing Service",13078278.56
"04000US37","North Carolina","12E3","Rural Housing Service",25205685.94
"04000US38","North Dakota","12E3","Rural Housing Service",426370
"04000US39","Ohio","12E3","Rural Housing Service",8212404.86
"04000US40","Oklahoma","12E3","Rural Housing Service",6207415.57
"04000US41","Oregon","12E3","Rural Housing Service",8699198.74
"04000US42","Pennsylvania","12E3","Rural Housing Service",11753185.68
"04000US44","Rhode Island","12E3","Rural Housing Service",1828161.95
"04000US45","South Carolina","12E3","Rural Housing Service",13340266.64
"04000US46","South Dakota","12E3","Rural Housing Service",2625851.85
"04000US47","Tennessee","12E3","Rural Housing Service",6952184
"04000US48","Texas","12E3","Rural Housing Service",17669829.74
"04000US49","Utah","12E3","Rural Housing Service",2569344
"04000US50","Vermont","12E3","Rural Housing Service",1574822
"04000US51","Virginia","12E3","Rural Housing Service",9275582.63
"04000US53","Washington","12E3","Rural Housing Service",16388197.71
"04000US54","West Virginia","12E3","Rural Housing Service",7853414.87
"04000US55","Wisconsin","12E3","Rural Housing Service",8127334.12
"04000US56","Wyoming","12E3","Rural Housing Service",4600
"04000US72","Puerto Rico","12E3","Rural Housing Service",14815541.8
"04000US01","Alabama","12E4","Rural Business Cooperative Service",672701.1
"04000US02","Alaska","12E4","Rural Business Cooperative Service",492112.3
"04000US04","Arizona","12E4","Rural Business Cooperative Service",1122569
"04000US05","Arkansas","12E4","Rural Business Cooperative Service",503818
"04000US06","California","12E4","Rural Business Cooperative Service",3618880.12
"04000US08","Colorado","12E4","Rural Business Cooperative Service",528240
"04000US09","Connecticut","12E4","Rural Business Cooperative Service",740578.91
"04000US10","Delaware","12E4","Rural Business Cooperative Service",563953
"04000US11","District of Columbia","12E4","Rural Business Cooperative Service",548370
"04000US12","Florida","12E4","Rural Business Cooperative Service",707957.96
"04000US13","Georgia","12E4","Rural Business Cooperative Service",1238290.87
"04000US15","Hawaii","12E4","Rural Business Cooperative Service",178228.59
"04000US16","Idaho","12E4","Rural Business Cooperative Service",436120.79
"04000US17","Illinois","12E4","Rural Business Cooperative Service",879777.6
"04000US18","Indiana","12E4","Rural Business Cooperative Service",576604.01
"04000US19","Iowa","12E4","Rural Business Cooperative Service",6382225.18
"04000US20","Kansas","12E4","Rural Business Cooperative Service",234495
"04000US21","Kentucky","12E4","Rural Business Cooperative Service",1097047.18
"04000US22","Louisiana","12E4","Rural Business Cooperative Service",881979.6
"04000US23","Maine","12E4","Rural Business Cooperative Service",192671.02
"04000US24","Maryland","12E4","Rural Business Cooperative Service",771137.54
"04000US25","Massachusetts","12E4","Rural Business Cooperative Service",1285853.42
"04000US26","Michigan","12E4","Rural Business Cooperative Service",896693.25
"04000US27","Minnesota","12E4","Rural Business Cooperative Service",1349634.06
"04000US28","Mississippi","12E4","Rural Business Cooperative Service",1473507.34
"04000US29","Missouri","12E4","Rural Business Cooperative Service",957571.0599999999
"04000US30","Montana","12E4","Rural Business Cooperative Service",227899
"04000US31","Nebraska","12E4","Rural Business Cooperative Service",277241
"04000US32","Nevada","12E4","Rural Business Cooperative Service",87114
"04000US33","New Hampshire","12E4","Rural Business Cooperative Service",3749
"04000US34","New Jersey","12E4","Rural Business Cooperative Service",639974.03
"04000US35","New Mexico","12E4","Rural Business Cooperative Service",289490.32
"04000US36","New York","12E4","Rural Business Cooperative Service",850122
"04000US37","North Carolina","12E4","Rural Business Cooperative Service",4129220.88
"04000US38","North Dakota","12E4","Rural Business Cooperative Service",323730
"04000US39","Ohio","12E4","Rural Business Cooperative Service",1254731.04
