ID Geography,Geography,ID Agency,Agency,Obligation Amount (2017)
"04000US41","Oregon","1650","Occupational Safety and Health Administration",2450853
"04000US42","Pennsylvania","1650","Occupational Safety and Health Administration",139386
"04000US44","Rhode Island","1650","Occupational Safety and Health Administration",197700
"04000US45","South Carolina","1650","Occupational Safety and Health Administration",1168502.66
"04000US47","Tennessee","1650","Occupational Safety and Health Administration",2076310
"04000US48","Texas","1650","Occupational Safety and Health Administration",1119720.76
"04000US49","Utah","1650","Occupational Safety and Health Administration",926335
"04000US51","Virginia","1650","Occupational Safety and Health Administration",154494
"04000US53","Washington","1650","Occupational Safety and Health Administration",2983700
"04000US54","West Virginia","1650","Occupational Safety and Health Administration",269839.52
"04000US55","Wisconsin","1650","Occupational Safety and Health Administration",1904800
"04000US72","Puerto Rico","1650","Occupational Safety and Health Administration",224816.24
"04000US01","Alabama","1653","Veterans Employment and Training Services",500000
"04000US02","Alaska","1653","Veterans Employment and Training Services",10000
"04000US04","Arizona","1653","Veterans Employment and Training Services",236664
"04000US06","California","1653","Veterans Employment and Training Services",3801930
"04000US08","Colorado","1653","Veterans Employment and Training Services",500000
"04000US12","Florida","1653","Veterans Employment and Training Services",1106913
"04000US13","Georgia","1653","Veterans Employment and Training Services",656967.5
"04000US15","Hawaii","1653","Veterans Employment and Training Services",250000
"04000US17","Illinois","1653","Veterans Employment and Training Services",238312
"04000US18","Indiana","1653","Veterans Employment and Training Services",518579
"04000US21","Kentucky","1653","Veterans Employment and Training Services",172231
"04000US24","Maryland","1653","Veterans Employment and Training Services",500000
"04000US25","Massachusetts","1653","Veterans Employment and Training Services",673700
"04000US26","Michigan","1653","Veterans Employment and Training Services",1012277
"04000US27","Minnesota","1653","Veterans Employment and Training Services",7000
"04000US33","New Hampshire","1653","Veterans Employment and Training Services",7000
"04000US34","New Jersey","1653","Veterans Employment and Training Services",806371.21
"04000US35","New Mexico","1653","Veterans Employment and Training Services",218704.41
"04000US36","New York","1653","Veterans Employment and Training Services",1706106
"04000US37","North Carolina","1653","Veterans Employment and Training Services",708877
"04000US39","Ohio","1653","Veterans Employment and Training Services",1457457
"04000US40","Oklahoma","1653","Veterans Employment and Training Services",7000
"04000US41","Oregon","1653","Veterans Employment and Training Services",239000
"04000US42","Pennsylvania","1653","Veterans Employment and Training Services",1411603
"04000US44","Rhode Island","1653","Veterans Employment and Training Services",10000
"04000US45","South Carolina","1653","Veterans Employment and Training Services",400000
"04000US48","Texas","1653","Veterans Employment and Training Services",1944578
"04000US53","Washington","1653","Veterans Employment and Training Services",496471
"04000US06","California","1665","Pension Benefit Guaranty Corporation",7492568.13
"04000US08","Colorado","1665","Pension Benefit Guaranty Corporation",0
"04000US09","Connecticut","1665","Pension Benefit Guaranty Corporation",5369800
"04000US10","Delaware","1665","Pension Benefit Guaranty Corporation",673055.96
"04000US11","District of Columbia","1665","Pension Benefit Guaranty Corporation",250752084.88
"04000US12","Florida","1665","Pension Benefit Guaranty Corporation",380431.10000000003
"04000US17","Illinois","1665","Pension Benefit Guaranty Corporation",345200
"04000US24","Maryland","1665","Pension Benefit Guaranty Corporation",169542.03
"04000US25","Massachusetts","1665","Pension Benefit Guaranty Corporation",10260000
"04000US26","Michigan","1665","Pension Benefit Guaranty Corporation",324.49
"04000US27","Minnesota","1665","Pension Benefit Guaranty Corporation",567281
"04000US34","New Jersey","1665","Pension Benefit Guaranty Corporation",100000
"04000US36","New York","1665","Pension Benefit Guaranty Corporation",21802606.54
"04000US39","Ohio","1665","Pension Benefit Guaranty Corporation",869525
"04000US42","Pennsylvania","1665","Pension Benefit Guaranty Corporation",477000
"04000US51","Virginia","1665","Pension Benefit Guaranty Corporation",3502898.88
"04000US53","Washington","1665","Pension Benefit Guaranty Corporation",0
"04000US11","District of Columbia","1667","President's Committee on Employment of the Handicapped",1098573
"04000US36","New York","1667","President's Committee on Employment of the Handicapped",978573
"04000US47","Tennessee","1667","President's Committee on Employment of the Handicapped",991625
"04000US51","Virginia","1667","President's Committee on Employment of the Handicapped",950000
"04000US01","Alabama","1900","Department of State",7773254.38
"04000US02","Alaska","1900","Department of State",36813768.8
"04000US04","Arizona","1900","Department of State",21747829.3
"04000US05","Arkansas","1900","Department of State",6025439.8
"04000US06","California","1900","Department of State",97994696.15
"04000US08","Colorado","1900","Department of State",10086354.28
"04000US09","Connecticut","1900","Department of State",19619483.74
"04000US10","Delaware","1900","Department of State",7093166.48
"04000US11","District of Columbia","1900","Department of State",1716061027.8
"04000US12","Florida","1900","Department of State",59040240.62
"04000US13","Georgia","1900","Department of State",19119904.31
"04000US15","Hawaii","1900","Department of State",18318049.08
"04000US16","Idaho","1900","Department of State",266398.86
"04000US17","Illinois","1900","Department of State",95197800.98
"04000US18","Indiana","1900","Department of State",2480476.06
"04000US19","Iowa","1900","Department of State",1230432.4
"04000US20","Kansas","1900","Department of State",357200.74
"04000US21","Kentucky","1900","Department of State",1220875.32
"04000US22","Louisiana","1900","Department of State",222950.1
"04000US23","Maine","1900","Department of State",1739494.84
"04000US24","Maryland","1900","Department of State",80732193.07
"04000US25","Massachusetts","1900","Department of State",46170651.07
"04000US26","Michigan","1900","Department of State",24912504.42
"04000US27","Minnesota","1900","Department of State",3654609.77
"04000US28","Mississippi","1900","Department of State",3113094
"04000US29","Missouri","1900","Department of State",3750586.64
"04000US30","Montana","1900","Department of State",2502329.22
"04000US31","Nebraska","1900","Department of State",799903.83
"04000US32","Nevada","1900","Department of State",1233020.45
"04000US33","New Hampshire","1900","Department of State",8492340.26
"04000US34","New Jersey","1900","Department of State",6125002.39
"04000US35","New Mexico","1900","Department of State",757616.17
"04000US36","New York","1900","Department of State",1726282257.61
"04000US37","North Carolina","1900","Department of State",69389145.38
"04000US38","North Dakota","1900","Department of State",69648.79
"04000US39","Ohio","1900","Department of State",33027550.82
"04000US40","Oklahoma","1900","Department of State",1375962.1300000001
"04000US41","Oregon","1900","Department of State",17133309.11
"04000US42","Pennsylvania","1900","Department of State",16596555.950000001
"04000US44","Rhode Island","1900","Department of State",50467.92
"04000US45","South Carolina","1900","Department of State",102081207.45
"04000US46","South Dakota","1900","Department of State",1885009
"04000US47","Tennessee","1900","Department of State",7449469.86
"04000US48","Texas","1900","Department of State",23865159.15
"04000US49","Utah","1900","Department of State",1456558.56
"04000US50","Vermont","1900","Department of State",1642725
"04000US51","Virginia","1900","Department of State",1963238784.93
"04000US53","Washington","1900","Department of State",42198369.69
"04000US54","West Virginia","1900","Department of State",26508812.44
"04000US55","Wisconsin","1900","Department of State",1468663.28
"04000US72","Puerto Rico","1900","Department of State",-38476
"04000US04","Arizona","19BM","International Boundary and Water Commission: U.S.-Mexico",-122512.5
"04000US06","California","19BM","International Boundary and Water Commission: U.S.-Mexico",17022144.56
"04000US11","District of Columbia","19BM","International Boundary and Water Commission: U.S.-Mexico",299.05
"04000US12","Florida","19BM","International Boundary and Water Commission: U.S.-Mexico",-724.1
"04000US13","Georgia","19BM","International Boundary and Water Commission: U.S.-Mexico",180414.72
"04000US24","Maryland","19BM","International Boundary and Water Commission: U.S.-Mexico",693157.23
"04000US48","Texas","19BM","International Boundary and Water Commission: U.S.-Mexico",27999500.83
"04000US45","South Carolina","2001","Departmental Offices",1121990.9
"04000US11","District of Columbia","2004","Inspector General",22146
"04000US01","Alabama","2036","Bureau of the Fiscal Service",2281428.16
"04000US02","Alaska","2036","Bureau of the Fiscal Service",229363.24
"04000US04","Arizona","2036","Bureau of the Fiscal Service",128218.06
"04000US05","Arkansas","2036","Bureau of the Fiscal Service",10995
"04000US06","California","2036","Bureau of the Fiscal Service",22242694.509999998
"04000US08","Colorado","2036","Bureau of the Fiscal Service",998347.12
"04000US09","Connecticut","2036","Bureau of the Fiscal Service",845483.87
"04000US10","Delaware","2036","Bureau of the Fiscal Service",27748.87
"04000US11","District of Columbia","2036","Bureau of the Fiscal Service",104824579.09
"04000US12","Florida","2036","Bureau of the Fiscal Service",2243315.28
"04000US13","Georgia","2036","Bureau of the Fiscal Service",2637291.56
"04000US16","Idaho","2036","Bureau of the Fiscal Service",96505.95
"04000US17","Illinois","2036","Bureau of the Fiscal Service",2726393.08
"04000US18","Indiana","2036","Bureau of the Fiscal Service",163272.85
"04000US19","Iowa","2036","Bureau of the Fiscal Service",2033333
"04000US20","Kansas","2036","Bureau of the Fiscal Service",36086
"04000US21","Kentucky","2036","Bureau of the Fiscal Service",115365.13
"04000US22","Louisiana","2036","Bureau of the Fiscal Service",836131.74
"04000US23","Maine","2036","Bureau of the Fiscal Service",42433.92
"04000US24","Maryland","2036","Bureau of the Fiscal Service",26451021.27
"04000US25","Massachusetts","2036","Bureau of the Fiscal Service",1682627.24
"04000US26","Michigan","2036","Bureau of the Fiscal Service",2370050.77
"04000US27","Minnesota","2036","Bureau of the Fiscal Service",949222
"04000US28","Mississippi","2036","Bureau of the Fiscal Service",3903849.58
"04000US29","Missouri","2036","Bureau of the Fiscal Service",2745656.28
"04000US31","Nebraska","2036","Bureau of the Fiscal Service",9375
"04000US32","Nevada","2036","Bureau of the Fiscal Service",34592
"04000US33","New Hampshire","2036","Bureau of the Fiscal Service",112941.47
"04000US34","New Jersey","2036","Bureau of the Fiscal Service",2302625.13
"04000US35","New Mexico","2036","Bureau of the Fiscal Service",77277.91
"04000US36","New York","2036","Bureau of the Fiscal Service",4630472.16
"04000US37","North Carolina","2036","Bureau of the Fiscal Service",2106429.07
"04000US38","North Dakota","2036","Bureau of the Fiscal Service",7689.5
"04000US39","Ohio","2036","Bureau of the Fiscal Service",6546887.9
"04000US40","Oklahoma","2036","Bureau of the Fiscal Service",27082.97
"04000US41","Oregon","2036","Bureau of the Fiscal Service",402203.5
"04000US42","Pennsylvania","2036","Bureau of the Fiscal Service",4205313.38
"04000US44","Rhode Island","2036","Bureau of the Fiscal Service",107326.47
"04000US45","South Carolina","2036","Bureau of the Fiscal Service",-544.14
"04000US46","South Dakota","2036","Bureau of the Fiscal Service",828831.34
"04000US47","Tennessee","2036","Bureau of the Fiscal Service",431395.43
"04000US48","Texas","2036","Bureau of the Fiscal Service",4980605.3
"04000US49","Utah","2036","Bureau of the Fiscal Service",112887.13
"04000US51","Virginia","2036","Bureau of the Fiscal Service",75736570.48
"04000US53","Washington","2036","Bureau of the Fiscal Service",2086773.63
"04000US54","West Virginia","2036","Bureau of the Fiscal Service",63829469.580000006
"04000US55","Wisconsin","2036","Bureau of the Fiscal Service",58870.9
"04000US72","Puerto Rico","2036","Bureau of the Fiscal Service",2434.08
"04000US06","California","2041","Bureau of Engraving and Printing",4299990.800000001
"04000US08","Colorado","2041","Bureau of Engraving and Printing",78039
"04000US10","Delaware","2041","Bureau of Engraving and Printing",52632.55
"04000US11","District of Columbia","2041","Bureau of Engraving and Printing",158761149.93
"04000US12","Florida","2041","Bureau of Engraving and Printing",103786.95
"04000US13","Georgia","2041","Bureau of Engraving and Printing",8800
"04000US17","Illinois","2041","Bureau of Engraving and Printing",10100
"04000US21","Kentucky","2041","Bureau of Engraving and Printing",61508.729999999996
"04000US24","Maryland","2041","Bureau of Engraving and Printing",2272.5
"04000US25","Massachusetts","2041","Bureau of Engraving and Printing",35555401
"04000US26","Michigan","2041","Bureau of Engraving and Printing",230096.82
"04000US34","New Jersey","2041","Bureau of Engraving and Printing",452903.5
"04000US36","New York","2041","Bureau of Engraving and Printing",72223.31
"04000US37","North Carolina","2041","Bureau of Engraving and Printing",112519.08
"04000US39","Ohio","2041","Bureau of Engraving and Printing",214589.2
"04000US42","Pennsylvania","2041","Bureau of Engraving and Printing",180105.3
"04000US48","Texas","2041","Bureau of Engraving and Printing",186817743.72
"04000US51","Virginia","2041","Bureau of Engraving and Printing",10130032.4
"04000US55","Wisconsin","2041","Bureau of Engraving and Printing",12813.49
"04000US04","Arizona","2044","United States Mint",-1943.22
"04000US05","Arkansas","2044","United States Mint",0
"04000US06","California","2044","United States Mint",270266889.91
"04000US08","Colorado","2044","United States Mint",7784657.41
"04000US09","Connecticut","2044","United States Mint",581893.83
"04000US11","District of Columbia","2044","United States Mint",19044178.06
"04000US12","Florida","2044","United States Mint",113698
"04000US13","Georgia","2044","United States Mint",486344.74
"04000US16","Idaho","2044","United States Mint",260925328.98
"04000US17","Illinois","2044","United States Mint",143711344.24
"04000US19","Iowa","2044","United States Mint",138261701.44
"04000US20","Kansas","2044","United States Mint",5575
"04000US21","Kentucky","2044","United States Mint",16022.72
"04000US22","Louisiana","2044","United States Mint",14976
"04000US24","Maryland","2044","United States Mint",3201913.12
"04000US25","Massachusetts","2044","United States Mint",272562800.83
"04000US26","Michigan","2044","United States Mint",988179
"04000US27","Minnesota","2044","United States Mint",134884.17
"04000US29","Missouri","2044","United States Mint",0
"04000US31","Nebraska","2044","United States Mint",5217.22
"04000US33","New Hampshire","2044","United States Mint",5431.05
"04000US34","New Jersey","2044","United States Mint",3204109.37
"04000US36","New York","2044","United States Mint",684559311.55
"04000US37","North Carolina","2044","United States Mint",720517.47
"04000US39","Ohio","2044","United States Mint",232233.02
"04000US42","Pennsylvania","2044","United States Mint",18993361.55
"04000US44","Rhode Island","2044","United States Mint",6831521.95
"04000US45","South Carolina","2044","United States Mint",237999.63
"04000US46","South Dakota","2044","United States Mint",7908.71
"04000US47","Tennessee","2044","United States Mint",140207.66
"04000US48","Texas","2044","United States Mint",30423501.11
"04000US49","Utah","2044","United States Mint",30000
"04000US51","Virginia","2044","United States Mint",363996.59
"04000US53","Washington","2044","United States Mint",27879.3
"04000US55","Wisconsin","2044","United States Mint",43340
"04000US56","Wyoming","2044","United States Mint",1342048.74
"04000US01","Alabama","2046","Office of the Comptroller of the Currency",48844.409999999996
"04000US04","Arizona","2046","Office of the Comptroller of the Currency",51545.5
"04000US05","Arkansas","2046","Office of the Comptroller of the Currency",-9337.17
"04000US06","California","2046","Office of the Comptroller of the Currency",7581377.17
"04000US08","Colorado","2046","Office of the Comptroller of the Currency",694005.46
"04000US09","Connecticut","2046","Office of the Comptroller of the Currency",283058.9
"04000US10","Delaware","2046","Office of the Comptroller of the Currency",57165
"04000US11","District of Columbia","2046","Office of the Comptroller of the Currency",109148711.01
"04000US12","Florida","2046","Office of the Comptroller of the Currency",1256444.15
"04000US13","Georgia","2046","Office of the Comptroller of the Currency",201787.85
"04000US15","Hawaii","2046","Office of the Comptroller of the Currency",109666.64
"04000US17","Illinois","2046","Office of the Comptroller of the Currency",136753.68
"04000US18","Indiana","2046","Office of the Comptroller of the Currency",466154.5
"04000US19","Iowa","2046","Office of the Comptroller of the Currency",15000
"04000US20","Kansas","2046","Office of the Comptroller of the Currency",94524.86
"04000US21","Kentucky","2046","Office of the Comptroller of the Currency",60664.66
"04000US22","Louisiana","2046","Office of the Comptroller of the Currency",21886.61
"04000US24","Maryland","2046","Office of the Comptroller of the Currency",11298461.08
"04000US25","Massachusetts","2046","Office of the Comptroller of the Currency",647605.53
"04000US26","Michigan","2046","Office of the Comptroller of the Currency",22839.369999999984
"04000US27","Minnesota","2046","Office of the Comptroller of the Currency",1733190.47
"04000US28","Mississippi","2046","Office of the Comptroller of the Currency",62991.259999999995
"04000US29","Missouri","2046","Office of the Comptroller of the Currency",6295.75
"04000US32","Nevada","2046","Office of the Comptroller of the Currency",126000
"04000US33","New Hampshire","2046","Office of the Comptroller of the Currency",0
"04000US34","New Jersey","2046","Office of the Comptroller of the Currency",270123.61
"04000US35","New Mexico","2046","Office of the Comptroller of the Currency",18000
"04000US36","New York","2046","Office of the Comptroller of the Currency",3552570.95
"04000US37","North Carolina","2046","Office of the Comptroller of the Currency",21347.76
"04000US38","North Dakota","2046","Office of the Comptroller of the Currency",-9.94
"04000US39","Ohio","2046","Office of the Comptroller of the Currency",2554684.77
"04000US40","Oklahoma","2046","Office of the Comptroller of the Currency",37725.23
"04000US41","Oregon","2046","Office of the Comptroller of the Currency",163255.82
"04000US42","Pennsylvania","2046","Office of the Comptroller of the Currency",312466.38
"04000US46","South Dakota","2046","Office of the Comptroller of the Currency",162971.77
"04000US47","Tennessee","2046","Office of the Comptroller of the Currency",11053.26
"04000US48","Texas","2046","Office of the Comptroller of the Currency",753207.87
"04000US49","Utah","2046","Office of the Comptroller of the Currency",20640.58
"04000US51","Virginia","2046","Office of the Comptroller of the Currency",35343072.55
"04000US53","Washington","2046","Office of the Comptroller of the Currency",44334.64
"04000US54","West Virginia","2046","Office of the Comptroller of the Currency",63737.35
"04000US55","Wisconsin","2046","Office of the Comptroller of the Currency",105999.02
"04000US01","Alabama","2050","Internal Revenue Service",113721.56
"04000US02","Alaska","2050","Internal Revenue Service",638922.1799999999
"04000US04","Arizona","2050","Internal Revenue Service",809490.45
"04000US05","Arkansas","2050","Internal Revenue Service",58260.15
"04000US06","California","2050","Internal Revenue Service",30718551.87
"04000US08","Colorado","2050","Internal Revenue Service",7938028.04
"04000US09","Connecticut","2050","Internal Revenue Service",1443813.1600000001
"04000US11","District of Columbia","2050","Internal Revenue Service",304198294.8
"04000US12","Florida","2050","Internal Revenue Service",6129817.65
"04000US13","Georgia","2050","Internal Revenue Service",89336256.55
"04000US15","Hawaii","2050","Internal Revenue Service",113163.65
"04000US16","Idaho","2050","Internal Revenue Service",37679.11
"04000US17","Illinois","2050","Internal Revenue Service",10269663.38
"04000US18","Indiana","2050","Internal Revenue Service",455857.01
"04000US19","Iowa","2050","Internal Revenue Service",345609.82
"04000US20","Kansas","2050","Internal Revenue Service",539475.1
"04000US21","Kentucky","2050","Internal Revenue Service",9275363.37
"04000US22","Louisiana","2050","Internal Revenue Service",43036.26
"04000US23","Maine","2050","Internal Revenue Service",94933.08
"04000US24","Maryland","2050","Internal Revenue Service",100006559.48
"04000US25","Massachusetts","2050","Internal Revenue Service",18473639.45
"04000US26","Michigan","2050","Internal Revenue Service",12485718.14
"04000US27","Minnesota","2050","Internal Revenue Service",8040109.87
"04000US28","Mississippi","2050","Internal Revenue Service",85240.5
"04000US29","Missouri","2050","Internal Revenue Service",1537008.93
"04000US30","Montana","2050","Internal Revenue Service",30373.01
"04000US31","Nebraska","2050","Internal Revenue Service",10656.710000000001
"04000US32","Nevada","2050","Internal Revenue Service",2148207.41
"04000US33","New Hampshire","2050","Internal Revenue Service",2262658.92
"04000US34","New Jersey","2050","Internal Revenue Service",1686596.64
"04000US35","New Mexico","2050","Internal Revenue Service",72312.38
"04000US36","New York","2050","Internal Revenue Service",14328136.36
"04000US37","North Carolina","2050","Internal Revenue Service",669342.12
"04000US38","North Dakota","2050","Internal Revenue Service",-34633.37
"04000US39","Ohio","2050","Internal Revenue Service",8769949.09
"04000US40","Oklahoma","2050","Internal Revenue Service",400270.92
"04000US41","Oregon","2050","Internal Revenue Service",566032.93
"04000US42","Pennsylvania","2050","Internal Revenue Service",5784022.99
"04000US45","South Carolina","2050","Internal Revenue Service",240869.92
"04000US46","South Dakota","2050","Internal Revenue Service",530220.29
"04000US47","Tennessee","2050","Internal Revenue Service",29554696.3
"04000US48","Texas","2050","Internal Revenue Service",59294143.74
"04000US49","Utah","2050","Internal Revenue Service",29430174.37
"04000US51","Virginia","2050","Internal Revenue Service",484762974.74
"04000US53","Washington","2050","Internal Revenue Service",274129.14
"04000US54","West Virginia","2050","Internal Revenue Service",62952484.17
"04000US55","Wisconsin","2050","Internal Revenue Service",203443.57
"04000US56","Wyoming","2050","Internal Revenue Service",280
"04000US72","Puerto Rico","2050","Internal Revenue Service",310152.87
"04000US06","California","2400","Office of Personnel Management",0
"04000US08","Colorado","2400","Office of Personnel Management",1727837.6
"04000US11","District of Columbia","2400","Office of Personnel Management",302790007.83
"04000US12","Florida","2400","Office of Personnel Management",266445.83999999997
"04000US13","Georgia","2400","Office of Personnel Management",36014448.29
"04000US15","Hawaii","2400","Office of Personnel Management",277.23
"04000US17","Illinois","2400","Office of Personnel Management",1597511.64
"04000US24","Maryland","2400","Office of Personnel Management",11355088.45
"04000US25","Massachusetts","2400","Office of Personnel Management",26195
"04000US26","Michigan","2400","Office of Personnel Management",366313.6
"04000US27","Minnesota","2400","Office of Personnel Management",3795
"04000US33","New Hampshire","2400","Office of Personnel Management",21996.12
"04000US34","New Jersey","2400","Office of Personnel Management",10055
"04000US36","New York","2400","Office of Personnel Management",108250
"04000US41","Oregon","2400","Office of Personnel Management",104350474.95
"04000US42","Pennsylvania","2400","Office of Personnel Management",259594174.63
"04000US45","South Carolina","2400","Office of Personnel Management",3757.8
"04000US48","Texas","2400","Office of Personnel Management",2744379
"04000US51","Virginia","2400","Office of Personnel Management",2971630.4
"04000US54","West Virginia","2400","Office of Personnel Management",307894.6
"04000US01","Alabama","2500","National Credit Union Administration",36113
"04000US04","Arizona","2500","National Credit Union Administration",15000
"04000US05","Arkansas","2500","National Credit Union Administration",29772
"04000US06","California","2500","National Credit Union Administration",58790
"04000US08","Colorado","2500","National Credit Union Administration",-13385
"04000US09","Connecticut","2500","National Credit Union Administration",14500
"04000US10","Delaware","2500","National Credit Union Administration",6700
"04000US11","District of Columbia","2500","National Credit Union Administration",25000
"04000US12","Florida","2500","National Credit Union Administration",32072
"04000US13","Georgia","2500","National Credit Union Administration",2000
"04000US15","Hawaii","2500","National Credit Union Administration",27000
"04000US16","Idaho","2500","National Credit Union Administration",17040
"04000US17","Illinois","2500","National Credit Union Administration",37068
"04000US18","Indiana","2500","National Credit Union Administration",20769
"04000US19","Iowa","2500","National Credit Union Administration",5990
"04000US20","Kansas","2500","National Credit Union Administration",13500
"04000US21","Kentucky","2500","National Credit Union Administration",19500
"04000US22","Louisiana","2500","National Credit Union Administration",113314
"04000US23","Maine","2500","National Credit Union Administration",17500
"04000US24","Maryland","2500","National Credit Union Administration",31000
"04000US25","Massachusetts","2500","National Credit Union Administration",66014
"04000US26","Michigan","2500","National Credit Union Administration",43587
"04000US27","Minnesota","2500","National Credit Union Administration",11515
"04000US28","Mississippi","2500","National Credit Union Administration",-4210
"04000US29","Missouri","2500","National Credit Union Administration",15273
"04000US30","Montana","2500","National Credit Union Administration",7500
"04000US31","Nebraska","2500","National Credit Union Administration",7500
"04000US34","New Jersey","2500","National Credit Union Administration",44580
"04000US35","New Mexico","2500","National Credit Union Administration",15000
"04000US36","New York","2500","National Credit Union Administration",37763
"04000US37","North Carolina","2500","National Credit Union Administration",11256
"04000US39","Ohio","2500","National Credit Union Administration",81182.8
"04000US40","Oklahoma","2500","National Credit Union Administration",10351
"04000US41","Oregon","2500","National Credit Union Administration",52594
"04000US42","Pennsylvania","2500","National Credit Union Administration",10312
"04000US45","South Carolina","2500","National Credit Union Administration",29981
"04000US47","Tennessee","2500","National Credit Union Administration",49614
"04000US48","Texas","2500","National Credit Union Administration",88233
"04000US49","Utah","2500","National Credit Union Administration",10000
"04000US51","Virginia","2500","National Credit Union Administration",7500
"04000US53","Washington","2500","National Credit Union Administration",22183
"04000US54","West Virginia","2500","National Credit Union Administration",13479
"04000US55","Wisconsin","2500","National Credit Union Administration",30500
"04000US72","Puerto Rico","2500","National Credit Union Administration",-2150
"04000US04","Arizona","2700","Federal Communications Commission",10200
"04000US06","California","2700","Federal Communications Commission",1106634.96
"04000US10","Delaware","2700","Federal Communications Commission",7723
"04000US11","District of Columbia","2700","Federal Communications Commission",85359296.79
"04000US12","Florida","2700","Federal Communications Commission",-31255.100000000002
"04000US13","Georgia","2700","Federal Communications Commission",193944.41999999998
"04000US17","Illinois","2700","Federal Communications Commission",2786667.4699999997
"04000US24","Maryland","2700","Federal Communications Commission",8792365.69
"04000US26","Michigan","2700","Federal Communications Commission",72705.2
"04000US27","Minnesota","2700","Federal Communications Commission",-500
"04000US31","Nebraska","2700","Federal Communications Commission",10200
"04000US36","New York","2700","Federal Communications Commission",-767737.5900000001
"04000US42","Pennsylvania","2700","Federal Communications Commission",-17460.550000000003
"04000US48","Texas","2700","Federal Communications Commission",451855.63
"04000US51","Virginia","2700","Federal Communications Commission",18273271.15
"04000US53","Washington","2700","Federal Communications Commission",57665.74
"04000US54","West Virginia","2700","Federal Communications Commission",24410.36
"04000US72","Puerto Rico","2700","Federal Communications Commission",21500
"04000US01","Alabama","2800","Social Security Administration",9908632071.57
"04000US02","Alaska","2800","Social Security Administration",735143430
"04000US04","Arizona","2800","Social Security Administration",15143895600.21
"04000US05","Arkansas","2800","Social Security Administration",4527405027.04
"04000US06","California","2800","Social Security Administration",69225417910.31
"04000US08","Colorado","2800","Social Security Administration",8651003599.59
"04000US09","Connecticut","2800","Social Security Administration",8339828356.74
"04000US10","Delaware","2800","Social Security Administration",2642273850.81
"04000US11","District of Columbia","2800","Social Security Administration",1043349502.19
"04000US12","Florida","2800","Social Security Administration",53044766682.21
"04000US13","Georgia","2800","Social Security Administration",16807370384.55
"04000US15","Hawaii","2800","Social Security Administration",2469526895.74
"04000US16","Idaho","2800","Social Security Administration",2565885064.72
"04000US17","Illinois","2800","Social Security Administration",23445910071.41
"04000US18","Indiana","2800","Social Security Administration",12460301508.22
"04000US19","Iowa","2800","Social Security Administration",4104544816.97
"04000US20","Kansas","2800","Social Security Administration",4306995659.26
"04000US21","Kentucky","2800","Social Security Administration",6047269608.86
"04000US22","Louisiana","2800","Social Security Administration",8493163179.11
"04000US23","Maine","2800","Social Security Administration",2147531949.79
"04000US24","Maryland","2800","Social Security Administration",10823255291.76
"04000US25","Massachusetts","2800","Social Security Administration",15387237311.25
"04000US26","Michigan","2800","Social Security Administration",21944183883.6
"04000US27","Minnesota","2800","Social Security Administration",9053417151.71
"04000US28","Mississippi","2800","Social Security Administration",3245848572.97
"04000US29","Missouri","2800","Social Security Administration",10226143941.7
"04000US30","Montana","2800","Social Security Administration",860151032.6
"04000US31","Nebraska","2800","Social Security Administration",2408711409.41
"04000US32","Nevada","2800","Social Security Administration",5313110501.3
"04000US33","New Hampshire","2800","Social Security Administration",2126393596.45
"04000US34","New Jersey","2800","Social Security Administration",21264172798.5
"04000US35","New Mexico","2800","Social Security Administration",3285069711.99
"04000US36","New York","2800","Social Security Administration",41502707181.2
"04000US37","North Carolina","2800","Social Security Administration",18392221590.81
"04000US38","North Dakota","2800","Social Security Administration",678477587.71
"04000US39","Ohio","2800","Social Security Administration",21883944795.85
"04000US40","Oklahoma","2800","Social Security Administration",5808066333.74
"04000US41","Oregon","2800","Social Security Administration",8185534244.52
"04000US42","Pennsylvania","2800","Social Security Administration",30427421701.49
"04000US44","Rhode Island","2800","Social Security Administration",2744030522.72
"04000US45","South Carolina","2800","Social Security Administration",11108697848.52
"04000US46","South Dakota","2800","Social Security Administration",947325474.3
"04000US47","Tennessee","2800","Social Security Administration",12383202816.25
"04000US48","Texas","2800","Social Security Administration",41038690015.56
"04000US49","Utah","2800","Social Security Administration",4086796758.51
"04000US50","Vermont","2800","Social Security Administration",497096006.61
"04000US51","Virginia","2800","Social Security Administration",9997981072.32
"04000US53","Washington","2800","Social Security Administration",14217584680.84
"04000US54","West Virginia","2800","Social Security Administration",3334043767.56
"04000US55","Wisconsin","2800","Social Security Administration",10417232128.89
"04000US56","Wyoming","2800","Social Security Administration",395414658.5
"04000US72","Puerto Rico","2800","Social Security Administration",6258567566.36
"04000US04","Arizona","2900","Federal Trade Commission",29993.6
"04000US06","California","2900","Federal Trade Commission",813599.32
"04000US08","Colorado","2900","Federal Trade Commission",40656
"04000US11","District of Columbia","2900","Federal Trade Commission",65631216.089999996
"04000US17","Illinois","2900","Federal Trade Commission",985733.02
"04000US19","Iowa","2900","Federal Trade Commission",75000
"04000US24","Maryland","2900","Federal Trade Commission",100949
"04000US25","Massachusetts","2900","Federal Trade Commission",624400
"04000US26","Michigan","2900","Federal Trade Commission",93940
"04000US27","Minnesota","2900","Federal Trade Commission",882792
"04000US34","New Jersey","2900","Federal Trade Commission",108000
"04000US36","New York","2900","Federal Trade Commission",-150048.26
"04000US39","Ohio","2900","Federal Trade Commission",902993
